Atharva Mandar Phatak ,BE21B009,Discord ID: atharvamandarphatak
49987,0.24,0.45
49988,0.56,0.77
49989,0.06,0.28
49990,0.13,0.1
49991,0.62,0.88
49992,0.12,0.25
49993,0.4,0.5
49994,0.06,0.78
49995,0.03,0.11
49996,0.19,0.51
49997,0.1,0.68
49998,0.31,0.48
49999,0.04,0.31
50000,0.05,0.46
50001,0.06,0.17
50002,0.62,0.62
50003,0.02,0.2
50004,0.34,0.44
50005,0.6,0.81
50006,0.21,0.27
50007,0.07,0.69
50008,0,0.22
50009,0.15,0.18
50010,0.12,0.69
50011,0.03,0.09
50012,0.27,0.48
50013,0.27,0.51
50014,0.18,0.4
50015,0.57,0.58
50016,0.16,0.47
50017,0.15,0.18
50018,0.22,0.36
50019,0.51,0.79
50020,0.09,0.59
50021,0.08,0.12
50022,0.17,0.65
50023,0.52,0.6
50024,0.96,0.93
50025,0.12,0.52
50026,0.06,0.68
50027,0.11,0.8
50028,0.22,0.26
50029,0.22,0.76
50030,0.08,0.06
50031,0.14,0.61
50032,0.06,0.2
50033,0.2,0.52
50034,0.07,0.1
50035,0.19,0.53
50036,0.1,0.4
50037,0.11,0.54
50038,0.29,0.33
50039,0.09,0.86
50040,0.1,0.23
50041,0.07,0.24
50042,0.06,0.61
50043,0.04,0.08
50044,0.14,0.28
50045,0.4,0.71
50046,0.05,0.83
50047,0.36,0.52
50048,0.03,0.23
50049,0.32,0.38
50050,0.52,0.84
50051,0.25,0.67
50052,0.05,0.32
50053,0.05,0.06
50054,0.55,0.9
50055,0.31,0.44
50056,0.11,0.21
50057,0.33,0.43
50058,0.27,0.28
50059,0.06,0.14
50060,0.14,0.37
50061,0.09,0.44
50062,0.02,0.13
50063,0.1,0.19
50064,0.25,0.25
50065,0.06,0.2
50066,0.72,0.79
50067,0.12,0.56
50068,0.48,0.62
50069,0.09,0.42
50070,0.08,0.35
50071,0.08,0.32
50072,0.47,0.89
50073,0.35,0.46
50074,0.14,0.71
50075,0.72,0.78
50076,0.52,0.9
50077,0.2,0.57
50078,0.1,0.22
50079,0.12,0.12
50080,0.16,0.49
50081,0.74,0.78
50082,0.6,0.69
50083,0.22,0.51
50084,0.11,0.19
50085,0.33,0.52
50086,0.13,0.36
50087,0.12,0.26
50088,0.05,0.13
50089,0.67,0.6
50090,0.04,0.14
50091,0.06,0.54
50092,0.03,0.09
50093,0.33,0.76
50094,0.62,0.63
50095,0.53,0.84
50096,0.22,0.3
50097,0.28,0.6
50098,0.09,0.49
50099,0.67,0.91
50100,0.03,0.43
50101,0.42,0.79
50102,0.34,0.38
50103,0.53,0.42
50104,0.04,0.5
50105,0.16,0.82
50106,0.08,0.39
50107,0.03,0.07
50108,0.08,0.78
50109,0.11,0.18
50110,0.78,0.89
50111,0.23,0.3
50112,0.12,0.5
50113,0,0.11
50114,0.02,0.13
50115,0.08,0.4
50116,0.37,0.32
50117,0.26,0.77
50118,0.05,0.27
50119,0.19,0.12
50120,0.07,0.11
50121,0.2,0.22
50122,0.76,0.91
50123,0.02,0.06
50124,0.05,0.02
50125,0.35,0.74
50126,0.01,0.95
50127,0.33,0.78
50128,0.26,0.87
50129,0.18,0.19
50130,0.02,0.1
50131,0.59,0.58
50132,0.75,0.79
50133,0.12,0.19
50134,0.24,0.67
50135,0.11,0.27
50136,0.41,0.67
50137,0.18,0.55
50138,0.03,0.19
50139,0.25,0.57
50140,0.02,0.2
50141,0.14,0.19
50142,0.29,0.81
50143,0.73,0.75
50144,0.38,0.68
50145,0.07,0.42
50146,0.73,0.91
50147,0.25,0.5
50148,0.71,0.83
50149,0.03,0.1
50150,0.06,0.41
50151,0.07,0.14
50152,0.04,0.68
50153,0.09,0.23
50154,0.08,0.72
50155,0.21,0.57
50156,0.02,0.05
50157,0.23,0.78
50158,0.86,0.96
50159,0.1,0.9
50160,0.07,0.3
50161,0.22,0.72
50162,0.05,0.21
50163,0.02,0.17
50164,0.04,0.28
50165,0.03,0.06
50166,0.05,0.1
50167,0.28,0.72
50168,0.08,0.25
50169,0.21,0.28
50170,0.02,0.44
50171,0.19,0.34
50172,0.06,0.75
50173,0.34,0.43
50174,0.06,0.52
50175,0.22,0.82
50176,0.01,0.34
50177,0.37,0.4
50178,0.09,0.64
50179,0.12,0.32
50180,0.02,0.08
50181,0.06,0.19
50182,0.25,0.36
50183,0.8,0.94
50184,0.06,0.42
50185,0.57,0.34
50186,0.09,0.14
50187,0.7,0.79
50188,0.22,0.44
50189,0.1,0.09
50190,0.11,0.61
50191,0.58,0.67
50192,0.06,0.05
50193,0.16,0.61
50194,0.04,0.26
50195,0.03,0.77
50196,0.15,0.53
50197,0.3,0.56
50198,0.55,0.69
50199,0.02,0.41
50200,0.6,0.89
50201,0.15,0.85
50202,0.24,0.31
50203,0.08,0.13
50204,0.04,0.14
50205,0.75,0.76
50206,0.76,0.76
50207,0.05,0.17
50208,0.09,0.67
50209,0.14,0.27
50210,0.34,0.49
50211,0.55,0.92
50212,0.63,0.8
50213,0.06,0.21
50214,0.24,0.84
50215,0.11,0.14
50216,0.39,0.84
50217,0.01,0.15
50218,0.15,0.48
50219,0.01,0.1
50220,0.05,0.35
50221,0.2,0.48
50222,0.13,0.24
50223,0.1,0.13
50224,0.06,0.7
50225,0.28,0.45
50226,0.17,0.36
50227,0.33,0.5
50228,0.08,0.35
50229,0.2,0.4
50230,0.05,0.37
50231,0.68,0.76
50232,0.07,0.56
50233,0.43,0.41
50234,0.3,0.49
50235,0.12,0.52
50236,0.06,0.28
50237,0.04,0.24
50238,0.3,0.62
50239,0.09,0.89
50240,0.13,0.35
50241,0.12,0.2
50242,0.18,0.51
50243,0.02,0.14
50244,0.06,0.11
50245,0.46,0.73
50246,0.37,0.41
50247,0.61,0.68
50248,0.49,0.48
50249,0.13,0.7
50250,0.36,0.69
50251,0.04,0.09
50252,0.04,0.37
50253,0.14,0.89
50254,0.24,0.94
50255,0.07,0.1
50256,0.05,0.4
50257,0.55,0.73
50258,0.02,0.44
50259,0.15,0.9
50260,0.08,0.28
50261,0.86,0.76
50262,0.02,0.17
50263,0.27,0.34
50264,0.05,0.15
50265,0.9,0.97
50266,0.41,0.54
50267,0.16,0.72
50268,0.07,0.19
50269,0.14,0.49
50270,0.36,0.49
50271,0.02,0.16
50272,0.06,0.46
50273,0.2,0.5
50274,0.37,0.51
50275,0.07,0.43
50276,0.06,0.39
50277,0.17,0.27
50278,0.65,0.88
50279,0.1,0.19
50280,0.09,0.2
50281,0.06,0.13
50282,0.05,0.16
50283,0.62,0.78
50284,0.08,0.18
50285,0.39,0.57
50286,0.09,0.14
50287,0.49,0.7
50288,0.06,0.35
50289,0.45,0.6
50290,0.12,0.09
50291,0.51,0.6
50292,0.09,0.21
50293,0.16,0.24
50294,0.03,0.42
50295,0.25,0.17
50296,0.61,0.8
50297,0.06,0.45
50298,0.08,0.63
50299,0.04,0.27
50300,0.38,0.73
50301,0.04,0.08
50302,0.85,0.87
50303,0.66,0.92
50304,0.43,0.51
50305,0.17,0.6
50306,0.05,0.32
50307,0.04,0.15
50308,0.34,0.7
50309,0.12,0.72
50310,0.6,0.67
50311,0.63,0.63
50312,0.1,0.36
50313,0.07,0.15
50314,0.49,0.87
50315,0.23,0.89
50316,0.22,0.83
50317,0.09,0.1
50318,0.02,0.37
50319,0.07,0.5
50320,0.05,0.19
50321,0.43,0.87
50322,0.05,0.21
50323,0.48,0.71
50324,0.1,0.44
50325,0.31,0.79
50326,0.19,0.56
50327,0.22,0.84
50328,0.15,0.6
50329,0.22,0.21
50330,0.34,0.39
50331,0.26,0.29
50332,0.18,0.6
50333,0.86,0.86
50334,0.16,0.87
50335,0.65,0.77
50336,0.14,0.95
50337,0.05,0.1
50338,0.35,0.87
50339,0.07,0.57
50340,0.06,0.1
50341,0.04,0.2
50342,0.17,0.26
50343,0.59,0.78
50344,0.03,0.69
50345,0.31,0.84
50346,0.06,0.27
50347,0.13,0.49
50348,0.05,0.07
50349,0.1,0.08
50350,0.05,0.07
50351,0.08,0.21
50352,0.14,0.21
50353,0.05,0.47
50354,0.5,0.49
50355,0.03,0.13
50356,0.45,0.26
50357,0.04,0.18
50358,0.1,0.44
50359,0.08,0.25
50360,0.08,0.23
50361,0.08,0.14
50362,0.8,0.67
50363,0.23,0.2
50364,0.59,0.86
50365,0.25,0.39
50366,0.22,0.7
50367,0.06,0.2
50368,0.06,0.37
50369,0.47,0.71
50370,0.4,0.74
50371,0.16,0.46
50372,0.01,0.12
50373,0.05,0.34
50374,0.12,0.37
50375,0.13,0.26
50376,0.11,0.3
50377,0.48,0.89
50378,0.03,0.08
50379,0.3,0.63
50380,0.16,0.48
50381,0.04,0.13
50382,0.04,0.55
50383,0.35,0.57
50384,0.12,0.13
50385,0.08,0.32
50386,0.62,0.55
50387,0.13,0.38
50388,0.02,0.16
50389,0.06,0.1
50390,0.13,0.49
50391,0.02,0.94
50392,0.09,0.15
50393,0.09,0.68
50394,0.32,0.63
50395,0.75,0.56
50396,0.1,0.12
50397,0.38,0.63
50398,0.03,0.41
50399,0.13,0.88
50400,0.02,0.6
50401,0.22,0.37
50402,0.22,0.67
50403,0.04,0.18
50404,0.05,0.21
50405,0.29,0.57
50406,0.33,0.56
50407,0.02,0.37
50408,0.27,0.88
50409,0.07,0.56
50410,0.07,0.17
50411,0.4,0.85
50412,0.34,0.45
50413,0.12,0.22
50414,0.1,0.14
50415,0.11,0.31
50416,0.11,0.3
50417,0.2,0.45
50418,0.57,0.95
50419,0.17,0.14
50420,0.02,0.46
50421,0.06,0.05
50422,0.13,0.18
50423,0.25,0.52
50424,0.82,0.89
50425,0.03,0.83
50426,0.11,0.8
50427,0.06,0.06
50428,0.62,0.75
50429,0.07,0.42
50430,0.02,0.05
50431,0.13,0.18
50432,0.09,0.73
50433,0.24,0.19
50434,0,0.13
50435,0.7,0.84
50436,0.16,0.91
50437,0.27,0.47
50438,0.4,0.71
50439,0.21,0.53
50440,0.16,0.45
50441,0.8,0.91
50442,0.02,0.06
50443,0.23,0.67
50444,0.7,0.98
50445,0.49,0.73
50446,0.32,0.4
50447,0.23,0.25
50448,0.12,0.46
50449,0.28,0.66
50450,0.41,0.58
50451,0.48,0.67
50452,0.17,0.68
50453,0.6,0.79
50454,0.09,0.77
50455,0.41,0.6
50456,0.1,0.14
50457,0.05,0.3
50458,0.31,0.75
50459,0.45,0.66
50460,0.08,0.3
50461,0.42,0.66
50462,0.45,0.84
50463,0.03,0.32
50464,0.05,0.09
50465,0.08,0.18
50466,0.22,0.29
50467,0.43,0.65
50468,0.13,0.21
50469,0.62,0.69
50470,0.04,0.07
50471,0.45,0.68
50472,0.22,0.68
50473,0.46,0.62
50474,0.85,0.96
50475,0.12,0.93
50476,0.03,0.27
50477,0.06,0.46
50478,0,0.09
50479,0.09,0.19
50480,0.07,0.52
50481,0.28,0.67
50482,0.32,0.63
50483,0.11,0.24
50484,0.15,0.5
50485,0.03,0.15
50486,0.13,0.96
50487,0.05,0.09
50488,0.15,0.7
50489,0.16,0.81
50490,0.09,0.1
50491,0.02,0.09
50492,0.16,0.19
50493,0.09,0.51
50494,0.31,0.15
50495,0.61,0.7
50496,0.24,0.74
50497,0.3,0.29
50498,0.09,0.27
50499,0.13,0.38
50500,0.89,0.85
50501,0.02,0.17
50502,0.18,0.37
50503,0.02,0.09
50504,0.34,0.75
50505,0.04,0.11
50506,0.2,0.13
50507,0.15,0.23
50508,0.04,0.32
50509,0.41,0.23
50510,0.09,0.37
50511,0.03,0.71
50512,0.03,0.22
50513,0.19,0.28
50514,0.39,0.78
50515,0.04,0.07
50516,0.49,0.56
50517,0.12,0.18
50518,0.07,0.53
50519,0.21,0.41
50520,0.24,0.33
50521,0.34,0.6
50522,0.52,0.81
50523,0.3,0.83
50524,0.26,0.44
50525,0.25,0.85
50526,0.08,0.86
50527,0.05,0.23
50528,0.03,0.18
50529,0.07,0.23
50530,0.22,0.94
50531,0.51,0.65
50532,0.1,0.19
50533,0.04,0.15
50534,0.09,0.07
50535,0.15,0.27
50536,0.02,0.2
50537,0.02,0.27
50538,0.19,0.31
50539,0.07,0.38
50540,0.1,0.53
50541,0.05,0.85
50542,0.21,0.63
50543,0.57,0.68
50544,0.15,0.03
50545,0.25,0.27
50546,0.11,0.39
50547,0.15,0.39
50548,0.79,0.8
50549,0.52,0.29
50550,0.04,0.57
50551,0.06,0.82
50552,0.81,0.91
50553,0.01,0.11
50554,0.2,0.59
50555,0.86,0.9
50556,0.09,0.14
50557,0.28,0.38
50558,0.02,0.15
50559,0.86,0.92
50560,0.23,0.87
50561,0.12,0.27
50562,0.03,0.51
50563,0.17,0.14
50564,0.36,0.82
50565,0.27,0.77
50566,0.06,0.26
50567,0.62,0.57
50568,0.08,0.36
50569,0.02,0.07
50570,0.19,0.48
50571,0.06,0.2
50572,0.08,0.38
50573,0.12,0.77
50574,0.33,0.69
50575,0,0.06
50576,0.07,0.31
50577,0.06,0.89
50578,0.18,0.49
50579,0.06,0.26
50580,0.24,0.23
50581,0.66,0.57
50582,0.01,0.09
50583,0.1,0.19
50584,0.14,0.29
50585,0.04,0.04
50586,0.1,0.69
50587,0.01,0.18
50588,0.57,0.63
50589,0.37,0.78
50590,0.7,0.84
50591,0.05,0.19
50592,0.26,0.77
50593,0.26,0.77
50594,0.25,0.39
50595,0.2,0.38
50596,0.15,0.3
50597,0.57,0.45
50598,0.15,0.31
50599,0.15,0.88
50600,0.45,0.33
50601,0.14,0.25
50602,0.83,0.88
50603,0.01,0.24
50604,0.71,0.73
50605,0.34,0.6
50606,0.2,0.2
50607,0.18,0.28
50608,0.22,0.15
50609,0.15,0.33
50610,0.07,0.28
50611,0.17,0.2
50612,0.11,0.38
50613,0.11,0.83
50614,0.25,0.39
50615,0.03,0.09
50616,0.01,0.09
50617,0.63,0.76
50618,0.18,0.39
50619,0.35,0.63
50620,0.06,0.74
50621,0.23,0.68
50622,0.02,0.21
50623,0.09,0.3
50624,0.32,0.49
50625,0.05,0.11
50626,0.1,0.23
50627,0.15,0.53
50628,0.08,0.56
50629,0.33,0.92
50630,0.07,0.84
50631,0.11,0.52
50632,0.11,0.57
50633,0.08,0.15
50634,0.19,0.62
50635,0.22,0.83
50636,0.13,0.68
50637,0.03,0.17
50638,0.07,0.61
50639,0.37,0.73
50640,0.06,0.15
50641,0.02,0.09
50642,0.1,0.11
50643,0.57,0.81
50644,0.08,0.7
50645,0.18,0.46
50646,0.41,0.53
50647,0.16,0.38
50648,0.12,0.65
50649,0.15,0.2
50650,0.08,0.4
50651,0.36,0.64
50652,0.19,0.26
50653,0.33,0.74
50654,0.24,0.26
50655,0.8,0.86
50656,0.11,0.29
50657,0.07,0.27
50658,0.09,0.25
50659,0.05,0.86
50660,0.55,0.57
50661,0.54,0.73
50662,0.24,0.64
50663,0.9,0.92
50664,0.07,0.17
50665,0.38,0.42
50666,0.81,0.88
50667,0.47,0.54
50668,0.11,0.42
50669,0.55,0.67
50670,0.1,0.28
50671,0.06,0.2
50672,0.02,0.81
50673,0.07,0.64
50674,0.05,0.41
50675,0.18,0.43
50676,0.18,0.55
50677,0.47,0.69
50678,0.1,0.31
50679,0.3,0.15
50680,0.08,0.26
50681,0.02,0.07
50682,0.46,0.8
50683,0.34,0.42
50684,0.02,0.17
50685,0.36,0.28
50686,0.5,0.83
50687,0.02,0.06
50688,0.83,0.9
50689,0.09,0.24
50690,0.85,0.91
50691,0.44,0.29
50692,0.22,0.32
50693,0.46,0.79
50694,0.2,0.95
50695,0.04,0.11
50696,0.19,0.72
50697,0.2,0.61
50698,0.15,0.29
50699,0.14,0.62
50700,0.09,0.15
50701,0.16,0.71
50702,0.15,0.82
50703,0.15,0.61
50704,0.65,0.7
50705,0.03,0.75
50706,0.04,0.21
50707,0.2,0.28
50708,0.39,0.65
50709,0.16,0.23
50710,0.52,0.63
50711,0.16,0.33
50712,0.15,0.49
50713,0.16,0.15
50714,0.58,0.91
50715,0.15,0.78
50716,0.54,0.71
50717,0.29,0.43
50718,0.57,0.57
50719,0.08,0.42
50720,0.43,0.78
50721,0.12,0.15
50722,0.14,0.16
50723,0.09,0.58
50724,0.45,0.63
50725,0.01,0.17
50726,0.08,0.07
50727,0.12,0.09
50728,0.1,0.95
50729,0.01,0.11
50730,0.17,0.21
50731,0.06,0.36
50732,0.1,0.4
50733,0.39,0.54
50734,0.31,0.66
50735,0.1,0.24
50736,0.1,0.65
50737,0.1,0.31
50738,0.15,0.51
50739,0.08,0.16
50740,0.15,0.97
50741,0.08,0.47
50742,0.21,0.69
50743,0.51,0.86
50744,0.05,0.24
50745,0.12,0.27
50746,0.17,0.42
50747,0.08,0.1
50748,0.06,0.2
50749,0.16,0.39
50750,0.04,0.31
50751,0.05,0.21
50752,0.15,0.29
50753,0.15,0.34
50754,0.16,0.17
50755,0.45,0.69
50756,0.88,0.87
50757,0.34,0.86
50758,0.24,0.35
50759,0.07,0.28
50760,0.37,0.49
50761,0.68,0.67
50762,0.1,0.29
50763,0.06,0.07
50764,0.19,0.85
50765,0.13,0.15
50766,0.05,0.06
50767,0.1,0.23
50768,0.1,0.82
50769,0.53,0.32
50770,0.07,0.06
50771,0.08,0.73
50772,0.27,0.27
50773,0.69,0.91
50774,0.14,0.22
50775,0.19,0.33
50776,0.83,0.98
50777,0.49,0.86
50778,0.2,0.33
50779,0.32,0.59
50780,0.25,0.38
50781,0.11,0.2
50782,0.7,0.94
50783,0.26,0.25
50784,0.14,0.57
50785,0.61,0.96
50786,0.11,0.24
50787,0.07,0.92
50788,0.09,0.12
50789,0.6,0.64
50790,0.31,0.38
50791,0.07,0.38
50792,0.15,0.85
50793,0.05,0.81
50794,0.1,0.18
50795,0.11,0.22
50796,0.06,0.17
50797,0.18,0.56
50798,0.36,0.8
50799,0.12,0.6
50800,0.13,0.24
50801,0.04,0.71
50802,0.05,0.17
50803,0.01,0.08
50804,0.5,0.23
50805,0.11,0.2
50806,0.13,0.16
50807,0.02,0.64
50808,0.09,0.64
50809,0.19,0.97
50810,0.1,0.71
50811,0.45,0.56
50812,0,0.1
50813,0.02,0.91
50814,0.3,0.52
50815,0.45,0.58
50816,0.72,0.95
50817,0.3,0.6
50818,0.14,0.15
50819,0.35,0.62
50820,0.32,0.73
50821,0.05,0.04
50822,0.33,0.6
50823,0.06,0.13
50824,0.1,0.69
50825,0.1,0.5
50826,0.06,0.82
50827,0.25,0.59
50828,0.06,0.23
50829,0.18,0.54
50830,0.1,0.74
50831,0.04,0.72
50832,0.38,0.27
50833,0.08,0.13
50834,0.36,0.55
50835,0.42,0.75
50836,0.06,0.04
50837,0.07,0.08
50838,0.23,0.29
50839,0.02,0.17
50840,0.06,0.2
50841,0.49,0.58
50842,0.03,0.08
50843,0.03,0.08
50844,0.08,0.11
50845,0.01,0.1
50846,0.21,0.55
50847,0.11,0.23
50848,0.81,0.57
50849,0.24,0.24
50850,0.14,0.17
50851,0.06,0.06
50852,0.38,0.23
50853,0.05,0.04
50854,0.07,0.14
50855,0.06,0.28
50856,0.59,0.89
50857,0.07,0.42
50858,0.04,0.16
50859,0.15,0.39
50860,0.07,0.16
50861,0.14,0.8
50862,0.22,0.57
50863,0.02,0.33
50864,0.1,0.16
50865,0.52,0.51
50866,0.26,0.3
50867,0.47,0.41
50868,0.15,0.7
50869,0.07,0.15
50870,0.13,0.56
50871,0.05,0.42
50872,0.08,0.28
50873,0.31,0.82
50874,0.71,0.79
50875,0.31,0.82
50876,0.01,0.24
50877,0.72,0.96
50878,0.3,0.78
50879,0.03,0.2
50880,0.54,0.45
50881,0.05,0.05
50882,0.87,0.9
50883,0.14,0.33
50884,0.05,0.08
50885,0.45,0.82
50886,0.33,0.66
50887,0.08,0.22
50888,0.05,0.35
50889,0.56,0.9
50890,0.19,0.38
50891,0.24,0.51
50892,0.48,0.19
50893,0.19,0.45
50894,0.11,0.81
50895,0.03,0.14
50896,0.05,0.32
50897,0.29,0.22
50898,0.5,0.88
50899,0.02,0.08
50900,0.35,0.57
50901,0.17,0.22
50902,0.65,0.85
50903,0.17,0.16
50904,0.61,0.89
50905,0.3,0.64
50906,0.17,0.54
50907,0.25,0.51
50908,0.04,0.06
50909,0.47,0.74
50910,0.28,0.33
50911,0.08,0.41
50912,0.68,0.86
50913,0.17,0.78
50914,0.02,0.16
50915,0.11,0.13
50916,0.09,0.38
50917,0.03,0.15
50918,0.1,0.27
50919,0.16,0.13
50920,0.15,0.78
50921,0.08,0.2
50922,0.76,0.91
50923,0.02,0.17
50924,0.06,0.7
50925,0.28,0.95
50926,0.82,0.92
50927,0.08,0.19
50928,0.03,0.15
50929,0.17,0.83
50930,0.26,0.29
50931,0.02,0.41
50932,0.64,0.89
50933,0.05,0.2
50934,0.32,0.16
50935,0.02,0.15
50936,0.05,0.13
50937,0.19,0.24
50938,0.23,0.85
50939,0.21,0.2
50940,0.1,0.45
50941,0.02,0.18
50942,0.05,0.22
50943,0.68,0.74
50944,0,0.31
50945,0.07,0.15
50946,0.5,0.53
50947,0.18,0.84
50948,0.06,0.6
50949,0.64,0.96
50950,0.37,0.23
50951,0.03,0.11
50952,0.07,0.03
50953,0.2,0.53
50954,0.26,0.76
50955,0.05,0.21
50956,0.06,0.16
50957,0.83,0.89
50958,0.39,0.8
50959,0.14,0.14
50960,0.36,0.23
50961,0.08,0.14
50962,0.52,0.76
50963,0.45,0.77
50964,0.08,0.68
50965,0.01,0.38
50966,0.12,0.16
50967,0.46,0.88
50968,0.15,0.8
50969,0.09,0.49
50970,0.75,0.84
50971,0.14,0.66
50972,0.32,0.74
50973,0.08,0.33
50974,0.63,0.87
50975,0.13,0.49
50976,0.38,0.84
50977,0.05,0.86
50978,0.16,0.62
50979,0.58,0.79
50980,0.12,0.41
50981,0.25,0.58
50982,0.04,0.28
50983,0.12,0.92
50984,0.27,0.86
50985,0,0.16
50986,0.65,0.84
50987,0.06,0.87
50988,0.27,0.55
50989,0.08,0.22
50990,0.27,0.67
50991,0.05,0.19
50992,0.04,0.38
50993,0.01,0.29
50994,0.17,0.39
50995,0.14,0.19
50996,0.07,0.1
50997,0.29,0.21
50998,0.54,0.65
50999,0.51,0.56
51000,0.06,0.11
51001,0.11,0.52
51002,0.05,0.35
51003,0.59,0.74
51004,0.06,0.51
51005,0.04,0.29
51006,0.03,0.07
51007,0.24,0.64
51008,0.11,0.38
51009,0.46,0.67
51010,0.11,0.29
51011,0.47,0.75
51012,0.01,0.55
51013,0.8,0.81
51014,0.15,0.61
51015,0.83,0.95
51016,0.08,0.36
51017,0.02,0.75
51018,0.27,0.91
51019,0.43,0.27
51020,0.25,0.53
51021,0.19,0.63
51022,0.04,0.12
51023,0.4,0.45
51024,0.24,0.6
51025,0.11,0.11
51026,0.01,0.08
51027,0.2,0.68
51028,0.07,0.1
51029,0.07,0.22
51030,0.23,0.51
51031,0.07,0.13
51032,0.25,0.57
51033,0.21,0.6
51034,0.06,0.15
51035,0.23,0.3
51036,0.36,0.86
51037,0.44,0.35
51038,0.02,0.61
51039,0.06,0.67
51040,0.23,0.21
51041,0.06,0.59
51042,0.13,0.39
51043,0.12,0.42
51044,0.16,0.4
51045,0.35,0.33
51046,0.06,0.42
51047,0.23,0.77
51048,0.51,0.88
51049,0.22,0.21
51050,0.05,0.23
51051,0.01,0.15
51052,0.91,0.94
51053,0.09,0.53
51054,0.17,0.45
51055,0.87,0.93
51056,0.29,0.54
51057,0.09,0.76
51058,0.81,0.88
51059,0.43,0.58
51060,0.13,0.44
51061,0.44,0.2
51062,0.02,0.11
51063,0.08,0.31
51064,0.52,0.59
51065,0.1,0.18
51066,0.38,0.8
51067,0.04,0.37
51068,0.08,0.17
51069,0.02,0.18
51070,0.61,0.68
51071,0.68,0.82
51072,0.05,0.18
51073,0.07,0.11
51074,0.16,0.62
51075,0.06,0.13
51076,0.02,0.18
51077,0.11,0.86
51078,0.05,0.17
51079,0.1,0.2
51080,0.41,0.23
51081,0.48,0.64
51082,0.05,0.28
51083,0.27,0.79
51084,0.12,0.16
51085,0.04,0.13
51086,0.32,0.28
51087,0.22,0.81
51088,0.3,0.41
51089,0.32,0.29
51090,0.06,0.13
51091,0.72,0.68
51092,0.01,0.34
51093,0.67,0.69
51094,0.09,0.29
51095,0.37,0.47
51096,0.18,0.52
51097,0.21,0.99
51098,0.23,0.66
51099,0.02,0.35
51100,0.04,0.05
51101,0.14,0.78
51102,0.08,0.13
51103,0.56,0.87
51104,0.33,0.52
51105,0.05,0.49
51106,0.37,0.58
51107,0.11,0.14
51108,0.09,0.69
51109,0.36,0.37
51110,0.32,0.83
51111,0.52,0.84
51112,0.86,0.96
51113,0.46,0.66
51114,0.16,0.53
51115,0.46,0.68
51116,0.11,0.85
51117,0.17,0.6
51118,0.05,0.15
51119,0.7,0.86
51120,0.19,0.28
51121,0.05,0.43
51122,0.24,0.54
51123,0.13,0.47
51124,0.16,0.81
51125,0.3,0.47
51126,0.06,0.32
51127,0.12,0.2
51128,0.1,0.17
51129,0.07,0.17
51130,0.02,0.16
51131,0.78,0.88
51132,0.06,0.39
51133,0.26,0.73
51134,0.21,0.43
51135,0.02,0.08
51136,0.27,0.69
51137,0.22,0.52
51138,0.85,0.98
51139,0.09,0.18
51140,0.09,0.12
51141,0.09,0.53
51142,0.58,0.23
51143,0.26,0.45
51144,0.03,0.42
51145,0.05,0.04
51146,0.28,0.78
51147,0.21,0.65
51148,0.11,0.92
51149,0.1,0.35
51150,0.45,0.38
51151,0.07,0.48
51152,0.17,0.44
51153,0.04,0.07
51154,0.03,0.09
51155,0.02,0.09
51156,0.47,0.91
51157,0.13,0.18
51158,0.35,0.39
51159,0.16,0.36
51160,0.63,0.64
51161,0.61,0.78
51162,0.12,0.15
51163,0.05,0.17
51164,0.27,0.68
51165,0.06,0.23
51166,0.15,0.61
51167,0.42,0.8
51168,0.05,0.59
51169,0.13,0.42
51170,0.18,0.39
51171,0.06,0.4
51172,0.23,0.29
51173,0.17,0.28
51174,0.11,0.37
51175,0.11,0.54
51176,0.12,0.2
51177,0.57,0.76
51178,0.37,0.58
51179,0.18,0.31
51180,0.02,0.08
51181,0.37,0.57
51182,0.12,0.15
51183,0.08,0.13
51184,0.2,0.11
51185,0.07,0.1
51186,0.17,0.27
51187,0.09,0.44
51188,0.2,0.23
51189,0.66,0.72
51190,0.07,0.08
51191,0.17,0.91
51192,0.4,0.69
51193,0.31,0.51
51194,0.02,0.19
51195,0.46,0.2
51196,0.17,0.61
51197,0.09,0.83
51198,0.12,0.21
51199,0.13,0.18
51200,0.02,0.08
51201,0.27,0.89
51202,0.28,0.22
51203,0.36,0.4
51204,0.09,0.33
51205,0.1,0.35
51206,0.26,0.32
51207,0.39,0.83
51208,0.39,0.48
51209,0.06,0.19
51210,0.26,0.86
51211,0.26,0.34
51212,0.1,0.14
51213,0.01,0.13
51214,0.04,0.2
51215,0.27,0.52
51216,0.73,0.82
51217,0.4,0.63
51218,0.32,0.56
51219,0.09,0.65
51220,0.47,0.75
51221,0,0.14
51222,0.2,0.17
51223,0.13,0.61
51224,0.02,0.18
51225,0.02,0.14
51226,0.73,0.88
51227,0.31,0.67
51228,0.13,0.14
51229,0.38,0.94
51230,0.13,0.18
51231,0.2,0.17
51232,0.29,0.19
51233,0.02,0.15
51234,0.08,0.09
51235,0.35,0.45
51236,0.03,0.23
51237,0.11,0.32
51238,0.12,0.38
51239,0.49,0.25
51240,0.5,0.57
51241,0.06,0.09
51242,0,0.07
51243,0.04,0.4
51244,0.1,0.42
51245,0.04,0.17
51246,0.06,0.85
51247,0.01,0.19
51248,0.18,0.31
51249,0.76,0.76
51250,0.39,0.26
51251,0.2,0.29
51252,0.12,0.27
51253,0.09,0.3
51254,0.09,0.24
51255,0.11,0.22
51256,0.18,0.4
51257,0.55,0.76
